WOType,PONumber,Work_Order_Basic_Start_Date,ACtStartDate,ShortText,WorkCentre,Work_Order_Functional_Location,Functional_Location_Sort_Field,Functional_Location_Description,Work_Order_Type,Work_Order_Total_Actual_Cost
PM01,3277,15/03/2002,0/1/00,replace holding wrench guide,WC1,1234.01.02,EXAMPLE,deck,X,30500
PM01,3278,11/06/2006,0/1/00,replace go switch on r/h/f angle lock,WC1,1234.01.03,EXAMPLE,drill protection package,Y,30600
PM01,3279,11/06/2006,11/06/2006,low engine oil,WC1,1234.01.04,EXAMPLE,oil - engine reserve system,Z,30700
PM01,3280,11/06/2006,11/06/2006,air pressure low,WC1,1234.01.05,EXAMPLE,air compressor system,X,30800
PM01,3281,11/06/2006,11/06/2006,change breakout dies,WC1,1234.01.06,EXAMPLE,breakout wrench,Y,30900
PM01,3282,11/06/2006,11/06/2006,low air pressure,WC1,1234.01.07,EXAMPLE,air compressor system,Z,31000
PM01,3283,30/06/2006,11/06/2006,repair rotary head hose bracket,WC1,1234.01.08,EXAMPLE,rotary head guides,X,31100
PM01,3284,11/06/2006,0/1/00,repair pipe positioner arm cup,WC1,1234.01.09,EXAMPLE,pipe positioner arm,Y,31200
PM01,3285,11/06/2006,0/1/00,replace pipe support  clamp cyl,WC1,1234.01.10,EXAMPLE,rod support cylinder clamp,Z,31300
PM01,3286,12/06/2006,12/06/2006,no hydraulic power,WC1,1234.01.11,EXAMPLE,hydraulics,X,31400
PM01,3287,12/06/2006,0/1/00,compressor oil filter alarm coming up,WC1,1234.01.12,EXAMPLE,oil - air compressor,Y,31500
PM01,3288,12/06/2006,0/1/00,compressor high oil temp coming up,WC1,1234.01.13,EXAMPLE,compressor unit,Z,31600
PM01,3289,5/07/2006,0/1/00,replace rotary head output shaft seal,WC1,1234.01.14,EXAMPLE,rotary head guides,X,31700
PM01,3290,12/06/2006,12/06/2006,repair air solenoid onthread lube system,WC1,1234.01.15,EXAMPLE,thread lubrication system,Y,31800
PM01,3291,12/06/2006,12/06/2006,lube feed chains on ITEM_ID,WC1,1234.01.16,EXAMPLE,pull down chains,Z,31900
PM01,3292,18/09/2001,18/09/2001,still no potable water pump,WC1,1234.01.17,EXAMPLE,pumps/valves/control,X,32000
PM01,3293,29/07/2006,17/07/2006,install new air solenoid to thread lube,WC1,1234.01.18,EXAMPLE,thread lubrication system,Y,32100
PM01,3294,13/06/2006,13/06/2006,lights out,WC1,1234.01.19,EXAMPLE,lights & power,Z,32200
PM01,3295,13/06/2006,13/06/2006,commercial radio not working,WC1,1234.01.20,EXAMPLE,communications,X,32300
PM01,3296,13/06/2006,13/06/2006,refit 415v alternator ITEM_ID when it arri,WC1,1234.02.01,EXAMPLE,240v power,Y,32400
PM01,3297,13/06/2006,13/06/2006,remove u/s 414v alternator off ITEM_ID,WC1,1234.02.02,EXAMPLE,240v power,Z,32500
PM01,3298,21/06/2006,0/1/00,replace camera lens under deck,WC1,1234.02.03,EXAMPLE,communications,X,32600
PM01,3299,18/09/2001,18/09/2001,repair oil leaks on propel pumps,WC1,1234.02.04,EXAMPLE,pumps,Y,32700
PM01,3300,28/06/2006,0/1/00,replace rod support clamp cylinder,WC1,1234.02.05,EXAMPLE,rod support cylinder clamp,Z,32800
PM01,3301,28/06/2006,0/1/00,replace carousel upper cylinder,WC1,1234.02.06,EXAMPLE,carousel rod changer cylinder upper,X,32900
PM01,3302,28/10/2006,15/07/2006,angle lock indercator light not working,WC1,1234.02.07,EXAMPLE,24v lighting,Y,33000
PM01,3303,19/06/2006,0/1/00,replace winch rope,WC1,1234.02.08,EXAMPLE,rope winch,Z,33100
PM01,3304,13/06/2006,13/06/2006,replace a/c condensor fan motor ITEM_ID,WC1,1234.02.09,EXAMPLE,a/c compressor,X,33200
PM01,3305,13/06/2006,0/1/00,pad off levelling jack,WC1,1234.02.10,EXAMPLE,levelling jack cylinders,Y,33300
PM01,3306,13/06/2006,14/06/2006,replace emergency stop switch,WC1,1234.02.11,EXAMPLE,electrical cables/controls,Z,33400
PM01,3307,14/06/2006,14/06/2006,repairs to cab lights,WC1,1234.02.12,EXAMPLE,24v lights,X,33500
PM01,3308,14/06/2006,14/06/2006,bit wont undo,WC1,1234.02.13,EXAMPLE,drill bit,Y,33600
PM01,3309,14/06/2006,14/06/2006,repair lights,WC1,1234.02.14,EXAMPLE,240v power,Z,33700
PM01,3310,20/07/2006,0/1/00,repair and return d90 track,WC1,1234.02.15,EXAMPLE,track - lh,X,33800
PM01,3311,14/06/2006,0/1/00,replace pump shalf seal,WC1,1234.02.16,EXAMPLE,hydraulic pump - left propel,Y,33900
PM01,3312,14/06/2006,0/1/00,pipe hole leak on cylinder,WC1,1234.02.17,EXAMPLE,rod support cylinder clamp,Z,34000
PM01,3313,14/06/2006,14/06/2006,repair loader alarm,WC1,1234.02.18,EXAMPLE,protection devices & alarms,X,34100
PM01,3314,14/06/2006,14/06/2006,repair pipe in hole alarm,WC1,1234.02.19,EXAMPLE,protection devices & alarms,Y,34200
PM01,3315,14/06/2006,0/1/00,a/cond needs gassing.,WC1,1234.02.20,EXAMPLE,electrical,Z,34300
PM01,3316,14/06/2006,14/06/2006,cutting out not working,WC1,1234.02.21,EXAMPLE,air conditioning system,X,34400
PM01,3317,15/06/2006,15/06/2006,replace stroker & main pump NA,WC1,1234.02.22,EXAMPLE,hydraulic pump - feed,Y,34500
PM01,3318,15/06/2006,15/06/2006,replace u/s air press relief valve,WC1,1234.02.23,EXAMPLE,air tank,Z,34600
PM01,3319,15/06/2006,15/06/2006,turbos glowing red on ITEM_ID,WC1,1234.02.24,EXAMPLE,engine,X,34700
PM01,3320,15/06/2006,15/06/2006,poor visibility from lack of  lighting,WC1,1234.02.25,EXAMPLE,240v power,Y,34800
PM01,3321,15/06/2006,15/06/2006,lube fault on NA,WC1,1234.02.26,EXAMPLE,grease lube system,Z,34900
PM01,3322,18/07/2006,0/1/00,reseal pipe support load check valves,WC1,1234.02.27,EXAMPLE,pumps/valves/control,X,35000
PM01,3323,20/06/2006,0/1/00,repair leal on hiab extention cylinder,WC1,1234.02.28,EXAMPLE,crane palfinger lh front,Y,35100
PM01,3324,16/06/2006,0/1/00,retrieve drill steel,WC1,1234.02.29,EXAMPLE,drill rods,Z,35200
PM01,3325,14/09/2006,21/06/2006,front jacks slow to operate,WC1,1234.02.30,EXAMPLE,levelling jack cylinders,X,35300
PM01,3326,21/06/2006,0/1/00,replace r/h  die holding bolt,WC1,1234.02.31,EXAMPLE,breakout wrench,Y,35400
PM01,3327,16/07/2006,0/1/00,accessory circuit functions slow,WC1,1234.02.32,EXAMPLE,controllers,Z,35500
PM01,3328,2/07/2006,0/1/00,replace compressor res tank,WC1,1234.02.33,EXAMPLE,oil - compressor,X,35600
PM01,3329,13/09/2006,0/1/00,repairs to mimic cylinder wiring,WC1,1234.02.34,EXAMPLE,electrical cables/controls,Y,35700
PM01,3330,20/09/2001,19/09/2001,crack in air receiver,WC1,1234.02.35,EXAMPLE,air tank,Z,35800
PM01,3331,15/06/2006,0/1/00,hole in cylinder,WC1,1234.02.36,EXAMPLE,carousel rod changer cylinder upper,X,35900
PM01,3332,11/09/2006,0/1/00,compresser relief valve,WC1,1234.02.37,EXAMPLE,compressor air-end,Y,36000
PM01,3333,16/06/2006,16/06/2006,install extra hid lights to ITEM_ID,WC1,1234.02.38,EXAMPLE,lights & power,Z,36100
PM01,3334,26/06/2006,16/06/2006,repair-main gear box making oil,WC1,1234.02.39,EXAMPLE,pumps,X,36200
PM01,3335,16/06/2006,0/1/00,down hole air valve  wont turn off,WC1,1234.02.40,EXAMPLE,air system valves,Y,36300
PM01,3336,16/06/2006,0/1/00,NA requires drill steel changeout,WC1,1234.01.01,EXAMPLE,drill rods,Z,36400
PM01,3337,16/06/2006,0/1/00,replace a / b port gauge line r/h propel,WC1,1234.01.02,EXAMPLE,hydraulic hoses & lines,X,36500
PM01,3338,16/06/2006,16/06/2006,repair oil leak - r/h propel pump area,WC1,1234.01.03,EXAMPLE,hydraulic hoses & lines,Y,36600
PM01,3339,16/06/2006,16/06/2006,supply grease for drill,WC1,1234.01.04,EXAMPLE,grease lube system,Z,36700
PM01,3340,14/08/2006,0/1/00,hasting repair mast cracks warannty,WC1,1234.01.05,EXAMPLE,mast,X,36800
PM01,3341,16/06/2006,0/1/00,2 way not sending,WC1,1234.01.06,EXAMPLE,electrical,Y,36900
PM01,3342,16/06/2006,0/1/00,no hydraulic power,WC1,1234.01.07,EXAMPLE,pumps/valves/controls,Z,37000
PM01,3343,16/06/2006,16/06/2006,jump start,WC1,1234.01.08,EXAMPLE,battery pack,X,37100
PM01,3344,20/06/2006,0/1/00,lost power to l / hand track,WC1,1234.01.09,EXAMPLE,hydraulics,Y,37200
PM01,3345,16/06/2006,16/06/2006,replace bullhose,WC1,1234.01.10,EXAMPLE,bullhose,Z,37300
PM01,3346,16/06/2006,16/06/2006,rplace   grouser plates,WC1,1234.01.11,EXAMPLE,track frames,X,37400
PM01,3347,16/06/2006,17/06/2006,l/h propel moter us,WC1,1234.01.12,EXAMPLE,propel motor - left,Y,37500
PM01,3348,17/06/2006,0/1/00,replace subsaver.,WC1,1234.01.13,EXAMPLE,subs/adaptors,Z,37600
PM01,3349,17/06/2006,0/1/00,replace 2 grease hoses,WC1,1234.01.14,EXAMPLE,grease lube system,X,37700
PM01,3350,20/09/2001,20/09/2001,head speed cable broken,WC1,1234.01.15,EXAMPLE,communications,Y,37800
PM01,3351,18/06/2006,0/1/00,shuting off on compressor oil pressure,WC1,1234.01.16,EXAMPLE,compressor control system,Z,37900
PM01,3352,18/06/2006,0/1/00,blown hose on r/h propel pump,WC1,1234.01.17,EXAMPLE,hydraulic hoses & lines,X,38000
PM01,3353,18/06/2006,18/06/2006,replace top rod changer cylinder,WC1,1234.01.18,EXAMPLE,carousel rod changer cylinder upper,Y,38100
PM01,3354,27/09/2001,27/09/2001,replace fuel injectors,WC1,1234.01.19,EXAMPLE,injectors,Z,38200
PM01,3355,19/06/2006,0/1/00,gear fro drill,WC1,1234.01.20,EXAMPLE,electrical,X,38300
PM01,3356,19/06/2006,0/1/00,weld subsaver,WC1,1234.02.01,EXAMPLE,implements,Y,38400
PM01,3357,19/06/2006,19/06/2006,carasel warning light coming on,WC1,1234.02.02,EXAMPLE,drill monitor systems panel,Z,38500
PM01,3358,19/06/2006,19/06/2006,fix oil leak on pump,WC1,1234.02.03,EXAMPLE,hydraulic hoses & lines,X,38600
PM01,3359,19/06/2006,0/1/00,weld subsaver again.,WC1,1234.02.04,EXAMPLE,implements,Y,38700
PM01,3360,19/06/2006,19/06/2006,replace u/s grease injector bank,WC1,1234.02.05,EXAMPLE,multi purpose lube,Z,38800
PM01,3361,23/08/2006,0/1/00,change power supply to manufacturer30,WC1,1234.02.06,EXAMPLE,communications,X,38900
PM01,3362,20/09/2001,0/1/00,rotary head speed gauge not working,WC1,1234.02.07,EXAMPLE,mast,Y,39000
PM01,3363,19/06/2006,19/06/2006,replace l/h mast lock cylinder hyd. hose,WC1,1234.02.08,EXAMPLE,mast lock cylinders,Z,39100
PM01,3364,21/09/2001,21/09/2001,hydraulic tank hose leaking.(replace),WC2,1234.02.09,EXAMPLE,#NAME?,X,39200
PM01,3365,19/06/2006,0/1/00,light problem,WC1,1234.02.10,EXAMPLE,lights & power,Y,39300
PM01,3366,20/06/2006,0/1/00,scv ITEM_ID repairs,WC1,1234.02.11,EXAMPLE,manufacturer6 - d40ksl overburden drill,Z,39400
PM01,3367,21/09/2001,21/09/2001,check out power problem,WC1,1234.02.12,EXAMPLE,electrical,X,39500
PM01,3368,13/09/2006,0/1/00,coolant leak from thermostat housing,WC1,1234.02.13,EXAMPLE,cooling system,Y,39600
PM01,3369,21/06/2006,0/1/00,repair dust curtains,WC1,1234.02.14,EXAMPLE,deck,Z,39700
PM01,3370,30/06/2006,30/06/2006,welding repairs to be done on pipe  jaws,WC1,1234.02.15,EXAMPLE,pipe positioner arm,X,39800
PM01,3371,30/06/2006,0/1/00,oil leak feed pump intake tube,WC1,1234.02.16,EXAMPLE,hydraulic pump - feed,Y,39900
PM01,3372,1/10/2001,2/10/2001,replace cylinder head gaskets.,WC1,1234.02.17,EXAMPLE,cylinder head assembly,Z,40000
PM01,3373,12/07/2006,12/07/2006,continue mods to a/c systems,WC1,1234.02.18,EXAMPLE,air conditioning system,X,40100
PM01,3374,20/06/2006,0/1/00,mindrill refurb drill rods,WC1,1234.02.19,EXAMPLE,drill rods,Y,40200
PM01,3375,10/07/2006,0/1/00,air pressure .,WC1,1234.02.20,EXAMPLE,compressor unit,Z,40300
PM01,3376,20/06/2006,0/1/00,mindrill refurb drill rods,WC1,1234.02.21,EXAMPLE,drill rods,X,40400
PM01,3377,20/06/2006,0/1/00,mindrill refurb drill rods,WC1,1234.02.22,EXAMPLE,drill rods,Y,40500
PM01,3378,20/06/2006,0/1/00,top sub is off head,WC1,1234.02.23,EXAMPLE,subs/adaptors,Z,40600
PM01,3379,1/10/2001,10/10/2001,replace front and rear main seals,WC1,1234.02.24,EXAMPLE,engine,X,40700
PM01,3380,21/06/2006,21/06/2006,remove bent up chainguard,WC1,1234.02.25,EXAMPLE,chain guards,Y,40800
PM01,3381,1/10/2001,3/10/2001,replace lh propel motor,WC1,1234.02.26,EXAMPLE,propel motor - left,Z,40900
PM01,3382,9/08/2006,12/07/2006,l/h chain guard missing,WC1,1234.02.27,EXAMPLE,chain guards,X,41000
PM01,3383,1/10/2001,3/10/2001,change out rh propel motor,WC1,1234.02.28,EXAMPLE,propel motor - right,Y,41100
PM01,3384,1/10/2001,25/09/2001,change out 240v generator pump,WC1,1234.02.29,EXAMPLE,hydraulic pump - accessory front,Z,41200
PM01,3385,21/06/2006,21/06/2006,rh propel motor not functioning NA,WC1,1234.02.30,EXAMPLE,propel motor - right,X,41300
PM01,3386,1/10/2001,2/10/2001,change out lh fan pump,WC1,1234.02.31,EXAMPLE,hydraulic pump - fan left,Y,41400
PM01,3387,4/10/2001,0/1/00,change out lh rotation motor,WC1,1234.02.32,EXAMPLE,rotary head motor - left,Z,41500
PM01,3388,1/10/2001,0/1/00,change out rh rotation motor,WC1,1234.02.33,EXAMPLE,rotary head motor - right,X,41600
PM01,3389,4/10/2001,4/10/2001,overhaul rotary head gearbox,WC1,1234.02.34,EXAMPLE,rotary head gearbox,Y,41700
PM01,3390,21/09/2001,21/09/2001,replace break out die,WC1,1234.02.35,EXAMPLE,breakout wrench,Z,41800
PM01,3391,22/06/2006,22/06/2006,thread lube applictor broken off,WC1,1234.02.36,EXAMPLE,manufacturer6 - NA overburden drill,X,41900
PM01,3392,22/06/2006,22/06/2006,mast angle unlock light not working,WC1,1234.02.37,EXAMPLE,electrical,Y,42000
PM01,3393,22/06/2006,0/1/00,mindrill refurb drill rods,WC1,1234.02.38,EXAMPLE,drill rods,Z,42100
PM01,3394,22/06/2006,22/06/2006,replace leaking fuel filters NA,WC1,1234.02.39,EXAMPLE,fuel system,X,42200
PM01,3395,22/06/2006,22/06/2006,coolant alarm shutting engine down ITEM_ID,WC1,1234.02.40,EXAMPLE,temperature regulators,Y,42300
PM01,3396,12/09/2006,0/1/00,replace worn driveshaft,WC1,1234.01.01,EXAMPLE,driveline - pump drive gearbox rear,Z,42400
PM01,3397,25/06/2006,24/06/2006,pre weekly/ track work set up,WC1,1234.01.02,EXAMPLE,drill truck mechanical  NA NA,X,42500
PM01,3398,22/06/2006,0/1/00,mindrill refurb drill rods,WC1,1234.01.03,EXAMPLE,drill rods,Y,42600
PM01,3399,22/06/2006,0/1/00,mindrill refurb drill rods,WC1,1234.01.04,EXAMPLE,drill rods,Z,42700
PM01,3400,22/09/2001,22/09/2001,replace burst hydraulic hose,WC1,1234.01.05,EXAMPLE,hydraulics,X,42800
PM01,3401,22/06/2006,0/1/00,replace feed & down hole press guage,WC1,1234.01.06,EXAMPLE,air compressor system,Y,42900
PM01,3402,22/06/2006,0/1/00,replace rear aux pump drive NA,WC1,1234.01.07,EXAMPLE,universals driveline - gearbox rear,Z,43000
PM01,3403,22/06/2006,0/1/00,inspect loose lh drive sprocket NA,WC1,1234.01.08,EXAMPLE,final drive - left,X,43100
PM01,3404,22/06/2006,0/1/00,replace fire extinguishers,WC1,1234.01.09,EXAMPLE,drill truck mechanical  NA NA,Y,43200
PM01,3405,26/06/2006,0/1/00,nordie light on roof u/s,WC1,1234.01.10,EXAMPLE,drill truck mechanical  NA NA,Z,43300
PM01,3406,9/08/2006,24/07/2006,hastings repair cyl. head leak warranty,WC1,1234.01.11,EXAMPLE,cylinder head assembly,X,43400
PM01,3407,22/06/2006,0/1/00,re-kit blowdown valve,WC1,1234.01.12,EXAMPLE,compressor control system,Y,43500
PM01,3408,26/06/2006,0/1/00,replace alternator belt,WC1,1234.01.13,EXAMPLE,alternator 24v,Z,43600
PM01,3409,27/06/2006,0/1/00,replace bull hose,WC1,1234.01.14,EXAMPLE,bullhose,X,43700
PM01,3410,16/08/2006,0/1/00,replace stauff clamps,WC1,1234.01.15,EXAMPLE,drill truck mechanical  NA NA,Y,43800
PM01,3411,4/08/2006,0/1/00,all supports from main chassis cracked,WC1,1234.01.16,EXAMPLE,vehicle body,Z,43900
PM01,3412,22/09/2001,22/09/2001,no control of feed potentiometer,WC1,1234.01.17,EXAMPLE,pumps/valves/control,X,44000
PM01,3413,24/09/2001,24/09/2001,cab main window shattered.,WC1,1234.01.18,EXAMPLE,cab glass,Y,44100
PM01,3414,23/06/2006,23/06/2006,replace positioner clamp cylinder,WC1,1234.01.19,EXAMPLE,rod support cylinder clamp,Z,44200
PM01,3415,31/10/2001,29/10/2001,replace expansion joint gasket,WC1,1234.01.20,EXAMPLE,air tank,X,44300
PM01,3416,23/06/2006,0/1/00,dump valve going of,WC1,1234.02.01,EXAMPLE,compressor unit,Y,44400
PM01,3417,23/06/2006,0/1/00,replace grease nipples on drive shaft,WC1,1234.02.02,EXAMPLE,grease lube system,Z,44500
PM01,3418,23/06/2006,24/06/2006,"cab, lights & two-way power trip ITEM_ID",WC1,1234.02.03,EXAMPLE,24v lights,X,44600
PM01,3419,23/06/2006,24/06/2006,drill rod locked up requires heating,WC1,1234.02.04,EXAMPLE,drill rods,Y,44700
PM01,3420,23/09/2001,0/1/00,fuel filter light coming on.,WC1,1234.02.05,EXAMPLE,fuel system,Z,44800
PM01,3421,28/06/2006,0/1/00,straighten cable tray bracket,WC1,1234.02.06,EXAMPLE,mast,X,44900
PM01,3422,24/06/2006,0/1/00,fit hydraulic oil sample fitting.,WC1,1234.02.07,EXAMPLE,hydraulics,Y,45000
PM01,3423,28/10/2006,0/1/00,replace final drive bungs,WC1,1234.02.08,EXAMPLE,final drive assemblies,Z,45100
PM01,3424,28/06/2006,0/1/00,replace carousel drive box,WC1,1234.02.09,EXAMPLE,carousel,X,45200
PM01,3425,24/06/2006,0/1/00,compresser oil pressure,WC1,1234.02.10,EXAMPLE,compressor control system,Y,45300
PM01,3426,23/09/2001,0/1/00,repair deck bush retainer lugs,WC1,1234.02.11,EXAMPLE,deck,Z,45400
PM01,3427,24/06/2006,25/06/2006,re-install 415v generator to ITEM_ID,WC1,1234.02.12,EXAMPLE,240v power,X,45500
PM01,3428,25/06/2006,0/1/00,deck seal,WC1,1234.02.13,EXAMPLE,other systems,Y,45600
PM01,3429,25/06/2006,25/06/2006,heat rod to undo,WC1,1234.02.14,EXAMPLE,drill rods,Z,45700
PM01,3430,25/06/2006,25/06/2006,rotary head guides worked out  completed,WC1,1234.02.15,EXAMPLE,rotary head guides,X,45800
PM01,3431,25/06/2006,26/06/2006,indexing pin on carousel,WC1,1234.02.16,EXAMPLE,main frame,Y,45900
PM01,3432,25/06/2006,26/06/2006,replace commercial radio NA,WC1,1234.02.17,EXAMPLE,communications,Z,46000
PM01,3433,26/06/2006,26/06/2006,coolant alarm going off ITEM_ID,WC1,1234.02.18,EXAMPLE,cooling system,X,46100
PM01,3434,23/08/2006,0/1/00,cable tray repairs check history,WC1,1234.02.19,EXAMPLE,mast,Y,46200
PM01,3435,23/08/2006,0/1/00,carousel roller on bottom seized,WC1,1234.02.20,EXAMPLE,carousel,Z,46300
PM01,3436,28/06/2006,0/1/00,gauge missing 0ff grease system,WC1,1234.02.21,EXAMPLE,multi purpose lube,X,46400
PM01,3437,28/06/2006,0/1/00,oil leaks on rotarty head motors,WC1,1234.02.22,EXAMPLE,rotary head motors,Y,46500
PM01,3438,26/06/2006,27/06/2006,head wont come down,WC1,1234.02.23,EXAMPLE,electrical cables/controls,Z,46600
PM01,3439,26/06/2006,0/1/00,1air condition nor working,WC1,1234.02.24,EXAMPLE,air conditioning,X,46700
PM01,3440,26/06/2006,0/1/00,a/c not working,WC1,1234.02.25,EXAMPLE,air conditioning system,Y,46800
PM01,3441,27/06/2006,0/1/00,pump u/s,WC1,1234.02.26,EXAMPLE,main pump right,Z,46900
PM01,3442,27/06/2006,0/1/00,feed pump u/s,WC1,1234.02.27,EXAMPLE,main pump right,X,47000
PM01,3443,1/10/2001,1/10/2001,october shut ITEM_ID,WC1,1234.02.28,EXAMPLE,manufacturer6 - NA overburden drill,Y,47100
PM01,3444,27/06/2006,28/06/2006,broken rh side track,WC1,1234.02.29,EXAMPLE,track - rh,Z,47200
PM01,3445,27/06/2006,0/1/00,carousel will  not operate.,WC1,1234.02.30,EXAMPLE,electrical cables/controls,X,47300
PM01,3446,9/07/2006,0/1/00,broken bolts & shims in head slides,WC1,1234.02.31,EXAMPLE,rotary head guides,Y,47400
PM01,3447,5/07/2006,0/1/00,mount pid contol tpo generator,WC1,1234.02.32,EXAMPLE,alternator 240/415v,Z,47500
PM01,3448,5/07/2006,0/1/00,generator cover to be mounted properly,WC1,1234.02.33,EXAMPLE,alternator 240/415v,X,47600
PM01,3449,5/07/2006,0/1/00,floor mesh neasr generator is broken,WC1,1234.02.34,EXAMPLE,deck,Y,47700
PM01,3450,4/08/2006,0/1/00,generator mtrr front seal is leak warant,WC1,1234.02.35,EXAMPLE,alternator drive motor,Z,47800
PM01,3451,3/07/2006,4/07/2006,pre service day set up ITEM_ID,WC1,1234.02.36,EXAMPLE,manufacturer6 - NA overburden drill,X,47900
PM01,3452,28/06/2006,0/1/00,changew rhs rotary head motor on hrs,WC1,1234.02.37,EXAMPLE,rotary head motor right,Y,48000
PM01,3453,1/07/2006,0/1/00,replace eng shut down relay,WC1,1234.02.38,EXAMPLE,electronic engine control,Z,48100
PM01,3454,28/06/2006,28/06/2006,fit new deck seal,WC1,1234.02.39,EXAMPLE,deck,X,48200
PM01,3455,28/06/2006,28/06/2006,air con not working.,WC1,1234.02.40,EXAMPLE,manufacturer6 - d40ksl overburden drill,Y,48300
PM01,3456,3/10/2001,17/10/2001,replace cabin door seals,WC1,1234.01.01,EXAMPLE,operators cabin,Z,48400
PM01,3457,8/05/2002,0/1/00,replace lh track chain,WC1,1234.01.02,EXAMPLE,track - lh,X,48500
PM01,3458,3/07/2006,3/07/2006,check shaft play in rotary head,WC1,1234.01.03,EXAMPLE,rotary head gearbox,Y,48600
PM01,3459,29/06/2006,29/06/2006,replace a/c compressor,WC1,1234.01.04,EXAMPLE,a/c compressor,Z,48700
PM01,3460,29/06/2006,29/06/2006,air con. not working,WC1,1234.01.05,EXAMPLE,air conditioning system,X,48800
PM01,3461,18/07/2006,0/1/00,replace damaged track adjuster fittings,WC1,1234.01.06,EXAMPLE,hydraulic hoses & lines,Y,48900
PM01,3462,29/06/2006,29/06/2006,no controll pressure,WC1,1234.01.07,EXAMPLE,pumps/valves/controls,Z,49000
PM01,3463,29/06/2006,29/06/2006,seized rod,WC1,1234.01.08,EXAMPLE,drill rods,X,49100
PM01,3464,4/07/2006,0/1/00,hose on small lifting crane u/s,WC1,1234.01.09,EXAMPLE,lifting equipment,Y,49200
PM01,3465,30/06/2006,30/06/2006,no hydraulic power to carousel swing,WC1,1234.01.10,EXAMPLE,hydraulics,Z,49300
PM01,3466,30/06/2006,30/06/2006,light under deck not working,WC1,1234.01.11,EXAMPLE,24v lights,X,49400
PM01,3467,30/06/2006,30/06/2006,compressor oil overpresure,WC1,1234.01.12,EXAMPLE,oil - compressor,Y,49500
PM01,3468,18/09/2006,0/1/00,check input shaft bearings,WC1,1234.01.13,EXAMPLE,manufacturer6 - NA overburden drill,Z,49600
PM01,3469,18/09/2006,0/1/00,#4 roller on lh track frame leaking oil,WC1,1234.01.14,EXAMPLE,track - lh,X,49700
PM01,3470,18/09/2006,0/1/00,#5 roller on lh track frame leaking oil,WC1,1234.01.15,EXAMPLE,track - lh,Y,49800
PM01,3471,18/09/2006,0/1/00,#7 roller on lh track frame leaking oil,WC1,1234.01.16,EXAMPLE,track - lh,Z,49900
PM01,3472,3/07/2006,3/07/2006,carousel load upper cylinder leaking,WC1,1234.01.17,EXAMPLE,carousel cylinders,X,50000
PM01,3473,18/09/2006,0/1/00,replace winch hoses,WC1,1234.01.18,EXAMPLE,main frame,Y,50100
PM01,3474,11/09/2006,0/1/00,#7 roller leaking oil on lhs,WC1,1234.01.19,EXAMPLE,drill truck mechanical  NA NA,X,200
PM01,3475,23/08/2006,0/1/00,modify lids to batteries,WC1,1234.01.20,EXAMPLE,drill truck mechanical  model1 NA,Y,300
PM01,3476,18/10/2006,24/08/2006,repair r/h top slide mount,WC1,1234.01.01,EXAMPLE,drill truck mechanical  model1 NA,Z,400
PM01,3477,8/09/2006,0/1/00,replace engine breather,WC1,1234.01.01,EXAMPLE,engine,X,500
PM01,3478,30/06/2006,0/1/00,pump drive shaft guard requires repair,WC1,1234.01.01,EXAMPLE,pump drive transmission,Y,600
